time,event,entry,pHCl,pH2SO4,HNO3
69.00,0.00,39.00,0.58,1.68,0.23
8.00,0.00,0.00,0.58,1.68,0.33
78.00,0.00,48.00,0.50,1.81,0.28
96.00,0.00,66.00,0.46,1.64,0.24
49.00,0.00,19.00,0.51,1.63,0.21
42.00,0.00,12.00,0.47,1.60,0.26
83.00,0.00,53.00,0.40,1.67,0.27
30.00,0.00,0.00,0.51,1.69,0.28
0.10,0.00,0.00,0.83,1.69,0.22
15.20,1.00,13.00,0.45,1.66,0.24
43.00,0.00,13.00,0.38,1.67,0.29
37.00,0.00,7.00,0.75,1.67,0.28
42.10,1.00,25.00,1.06,1.63,0.23
50.00,0.00,20.00,0.73,1.77,0.24
17.60,0.00,0.00,0.57,1.57,0.26
30.00,0.00,0.00,0.86,1.81,0.49
25.40,1.00,15.00,0.68,1.53,0.18
43.60,1.00,18.00,0.74,1.69,0.23
23.50,1.00,9.00,0.36,1.64,0.29
43.00,0.00,13.00,0.68,1.74,0.40
30.00,0.00,0.00,0.94,1.84,0.53
51.00,0.00,21.00,0.44,1.73,0.27
30.00,0.00,0.00,0.39,1.61,0.24
86.00,0.00,56.00,0.51,1.75,0.27
58.00,0.00,28.00,0.65,1.74,0.34
58.20,1.00,37.00,0.61,1.76,0.24
59.50,1.00,41.00,0.61,1.69,0.23
23.20,1.00,0.00,0.54,1.56,0.18
72.00,0.00,42.00,0.46,1.82,0.39
15.00,0.00,0.00,0.57,1.71,0.24
30.00,0.00,0.00,0.34,1.61,0.31
30.00,0.00,0.00,1.14,1.77,0.27
43.70,1.00,18.00,0.89,1.68,0.25
56.00,0.00,26.00,0.52,1.65,0.30
49.00,0.00,19.00,0.64,1.60,0.28
51.00,0.00,21.00,0.49,1.63,0.26
27.40,0.00,0.00,0.40,1.66,0.27
30.00,0.00,0.00,0.76,1.65,0.24
30.00,0.00,0.00,0.55,1.82,0.28
45.00,0.00,15.00,0.55,1.59,0.22
107.00,0.00,77.00,0.39,1.61,0.25
52.00,0.00,22.00,0.42,1.67,0.25
30.00,0.00,0.00,0.53,1.56,0.18
30.00,0.00,0.00,0.71,1.54,0.20
92.00,0.00,62.00,0.53,1.84,0.29
2.20,0.00,0.00,0.36,1.65,0.30
65.00,0.00,35.00,0.34,1.64,0.28
45.60,1.00,20.00,0.95,1.84,0.52
4.50,0.00,0.00,0.56,1.53,0.19
44.80,1.00,30.00,0.59,1.62,0.22
12.20,0.00,0.00,0.99,1.63,0.18
44.00,0.00,14.00,0.69,2.08,0.26
43.00,0.00,13.00,0.41,1.68,0.26
9.60,0.00,0.00,0.39,1.58,0.28
19.40,0.00,0.00,0.32,1.70,0.29
48.00,0.00,18.00,0.66,1.50,0.16
78.00,0.00,48.00,0.49,1.77,0.28
91.00,0.00,61.00,0.39,1.68,0.28
51.00,0.00,21.00,0.52,1.66,0.29
74.00,0.00,44.00,0.34,1.63,0.28
44.00,0.00,14.00,0.59,1.77,0.25
48.00,0.00,18.00,0.55,1.52,0.17
30.00,0.00,0.00,0.51,1.80,0.29
44.00,0.00,14.00,0.60,1.70,0.29
30.00,0.00,0.00,0.56,1.62,0.25
30.00,0.00,0.00,0.40,1.69,0.27
30.00,0.00,0.00,0.66,1.52,0.18
15.00,0.00,0.00,0.52,1.70,0.28
47.00,0.00,17.00,0.59,1.53,0.19
67.00,0.00,37.00,0.44,1.70,0.28
43.00,0.00,13.00,0.44,1.73,0.28
1.30,0.00,0.00,0.95,1.64,0.17
9.50,0.00,0.00,0.56,1.67,0.27
59.00,0.00,29.00,0.58,1.74,0.24
18.00,0.00,0.00,0.58,1.58,0.22
12.20,0.00,0.00,0.62,1.53,0.18
47.00,0.00,17.00,0.39,1.56,0.24
23.50,0.00,0.00,0.66,1.54,0.18
25.10,1.00,19.00,0.73,1.52,0.18
42.00,0.00,12.00,0.50,1.76,0.27
51.30,1.00,40.00,0.44,1.58,0.25
72.40,1.00,60.00,0.62,1.75,0.33
26.60,1.00,0.00,0.54,1.57,0.18
30.00,0.00,0.00,0.39,1.56,0.28
108.00,0.00,78.00,0.48,1.60,0.26
60.20,1.00,36.00,0.86,1.63,0.18
30.00,0.00,0.00,0.66,1.65,0.24
23.80,0.00,0.00,0.56,1.68,0.33
30.00,0.00,0.00,0.73,1.54,0.20
71.00,0.00,41.00,0.52,1.82,0.28
66.00,0.00,36.00,0.38,1.58,0.28
11.20,0.00,0.00,0.57,1.79,0.37
69.00,0.00,39.00,0.43,1.71,0.26
30.00,0.00,0.00,0.47,1.55,0.25
1.70,0.00,0.00,0.69,1.63,0.25
3.20,0.00,0.00,0.67,1.65,0.24
27.70,0.00,0.00,0.50,1.70,0.26
41.00,0.00,11.00,0.72,1.83,0.24
52.00,0.00,22.00,0.43,1.67,0.25
22.10,0.00,0.00,0.82,1.57,0.17
26.40,0.00,0.00,0.46,1.67,0.26
45.00,0.00,15.00,0.51,1.66,0.24
61.00,0.00,31.00,0.51,1.67,0.28
44.00,0.00,14.00,0.40,1.63,0.25
63.00,0.00,33.00,0.32,1.64,0.28
63.00,0.00,33.00,0.43,1.70,0.27
30.00,0.00,0.00,0.94,1.75,0.22
15.60,0.00,0.00,0.33,1.55,0.26
44.00,0.00,14.00,0.44,1.71,0.27
71.00,0.00,41.00,0.37,1.60,0.25
40.00,0.00,10.00,0.36,1.57,0.23
44.00,0.00,14.00,0.46,1.55,0.27
45.00,0.00,15.00,0.64,1.50,0.15
44.00,0.00,14.00,0.47,1.75,0.27
88.00,0.00,58.00,0.64,1.69,0.23
107.00,0.00,77.00,0.39,1.61,0.24
83.00,0.00,53.00,0.51,1.58,0.21
74.00,0.00,44.00,0.32,1.58,0.31
58.00,0.00,28.00,0.32,1.56,0.28
44.00,0.00,14.00,0.66,1.57,0.23
4.00,0.00,0.00,0.94,1.63,0.30
39.00,0.00,9.00,0.33,1.51,0.27
51.00,0.00,21.00,0.86,1.61,0.16
4.70,0.00,0.00,0.60,1.60,0.28
60.00,0.00,30.00,0.33,1.66,0.28
34.00,0.00,4.00,0.58,1.50,0.16
47.00,0.00,17.00,0.47,1.70,0.26
51.60,1.00,23.00,0.43,1.78,0.38
7.00,0.00,0.00,0.59,1.58,0.21
85.00,0.00,55.00,0.48,1.61,0.27
19.70,0.00,0.00,0.57,1.52,0.17
98.00,0.00,68.00,0.39,1.55,0.24
28.70,1.00,0.00,0.74,1.80,0.39
50.00,0.00,20.00,0.53,1.58,0.21
72.00,0.00,42.00,0.38,1.66,0.28
45.00,0.00,15.00,0.44,1.65,0.25
41.00,1.00,31.00,0.43,1.72,0.26
45.00,0.00,15.00,0.62,1.52,0.16
52.00,0.00,22.00,0.38,1.68,0.28
30.00,0.00,0.00,1.03,1.76,0.21
50.00,0.00,20.00,0.55,1.54,0.20
15.20,0.00,0.00,1.05,1.79,0.27
62.00,0.00,32.00,0.61,1.60,0.26
52.00,0.00,22.00,0.43,1.67,0.25
48.00,0.00,18.00,0.53,1.58,0.18
69.00,0.00,39.00,0.54,1.55,0.18
90.00,0.00,60.00,0.58,1.73,0.31
8.00,0.00,0.00,0.34,1.55,0.25
45.00,0.00,15.00,0.45,1.66,0.25
30.00,0.00,0.00,0.97,1.78,0.21
71.00,0.00,41.00,0.40,1.85,0.41
38.00,1.00,28.00,0.70,1.74,0.35
58.00,0.00,28.00,0.32,1.56,0.27
65.00,0.00,35.00,0.55,1.67,0.31
30.00,0.00,0.00,0.93,1.74,0.22
5.00,0.00,0.00,0.83,1.80,0.40
98.40,1.00,71.00,0.42,1.67,0.25
81.30,1.00,58.00,0.54,1.80,0.28
35.40,1.00,32.00,0.33,1.60,0.32
69.00,0.00,39.00,0.59,1.57,0.21
35.00,0.00,5.00,0.68,1.69,0.23
10.50,0.00,0.00,0.88,1.82,0.50
106.00,0.00,76.00,0.49,1.67,0.28
60.00,0.00,30.00,0.33,1.66,0.28
1.60,0.00,0.00,0.65,1.69,0.23
30.00,0.00,0.00,0.66,1.52,0.18
78.00,0.00,48.00,0.45,1.71,0.27
22.40,1.00,0.00,0.76,1.59,0.16
36.70,1.00,20.00,0.54,1.59,0.21
48.00,0.00,18.00,0.59,1.59,0.27
50.00,0.00,20.00,0.58,1.66,0.22
30.00,0.00,0.00,0.79,1.78,0.43
63.00,1.00,35.00,0.93,1.75,0.21
29.90,0.00,0.00,0.68,1.53,0.19
48.00,0.00,18.00,0.51,1.59,0.21
44.00,0.00,14.00,0.44,1.71,0.26
43.00,0.00,13.00,0.80,1.57,0.16
70.00,0.00,40.00,0.38,1.61,0.25
45.00,0.00,15.00,0.42,1.61,0.25
83.00,0.00,53.00,0.51,1.58,0.21
51.30,1.00,25.00,0.58,1.57,0.21
30.00,0.00,0.00,0.32,1.59,0.32
69.00,0.00,39.00,0.61,1.55,0.21
66.70,1.00,52.00,0.88,1.71,0.20
63.00,0.00,33.00,0.52,1.70,0.24
43.00,0.00,13.00,0.47,1.67,0.25
33.00,0.00,3.00,0.46,1.67,0.26
37.00,1.00,10.00,0.93,1.73,0.20
44.00,0.00,14.00,0.51,1.59,0.20
64.00,0.00,34.00,0.41,1.70,0.27
46.00,0.00,16.00,0.40,1.66,0.26
30.00,0.00,0.00,0.65,1.53,0.20
57.10,1.00,41.00,0.82,1.67,0.25
13.00,0.00,0.00,0.37,1.66,0.28
85.10,1.00,58.00,0.64,1.69,0.23
5.90,0.00,0.00,0.32,1.56,0.27
90.00,0.00,60.00,0.38,1.56,0.23
26.70,1.00,12.00,0.58,1.69,0.27
30.00,0.00,0.00,0.39,1.66,0.26
7.60,0.00,0.00,0.67,1.54,0.18
30.50,1.00,17.00,0.66,1.56,0.21
66.00,0.00,36.00,0.49,1.66,0.24
87.00,0.00,57.00,0.42,1.67,0.25
25.60,0.00,0.00,0.63,1.73,0.24
60.00,0.00,30.00,0.33,1.64,0.29
30.00,0.00,0.00,0.32,1.54,0.27
30.00,0.00,0.00,0.33,1.59,0.31
47.20,1.00,29.00,0.38,1.67,0.30
81.50,1.00,76.00,0.52,1.70,0.28
90.00,0.00,60.00,0.40,1.67,0.27
46.00,0.00,16.00,0.59,1.80,0.38
19.50,0.00,0.00,0.39,1.56,0.28
44.00,0.00,14.00,0.61,1.62,0.25
50.30,1.00,39.00,0.61,1.55,0.21
40.00,0.00,10.00,0.92,1.65,0.19
47.00,0.00,17.00,0.49,1.70,0.29
44.00,0.00,14.00,0.45,1.70,0.25
14.80,0.00,0.00,0.61,1.71,0.36
43.00,0.00,13.00,0.80,1.57,0.16
90.00,0.00,60.00,0.42,1.59,0.24
24.30,1.00,0.00,0.90,1.83,0.52
49.00,0.00,19.00,0.70,1.52,0.19
57.00,0.00,27.00,0.45,1.71,0.26
59.00,0.00,29.00,0.48,1.64,0.23
49.20,1.00,42.00,0.64,1.79,0.37
10.50,1.00,0.00,0.82,1.61,0.18
42.00,1.00,13.00,0.50,1.64,0.22
20.80,0.00,0.00,0.96,1.64,0.18
79.00,0.00,49.00,0.69,1.59,0.25
59.00,0.00,29.00,0.69,1.73,0.34
49.00,0.00,19.00,0.47,1.85,0.41
38.00,0.00,8.00,0.53,1.54,0.18
30.00,0.00,0.00,0.72,1.54,0.20
37.00,0.00,7.00,0.60,1.55,0.21
90.00,0.00,60.00,0.40,1.67,0.27
72.00,0.00,42.00,0.37,1.62,0.26
72.00,0.00,42.00,0.37,1.63,0.26
77.00,0.00,47.00,0.55,1.66,0.23
24.20,1.00,0.00,0.85,1.58,0.17
54.00,0.00,24.00,0.40,1.83,0.39
56.00,0.00,26.00,0.82,1.67,0.32
3.50,0.00,0.00,0.67,1.71,0.24
83.00,0.00,53.00,0.46,1.73,0.27
45.00,0.00,15.00,0.58,1.53,0.19
52.00,0.00,22.00,0.36,1.62,0.26
107.00,0.00,77.00,0.39,1.61,0.25
9.00,0.00,0.00,0.45,1.74,0.28
29.10,0.00,0.00,0.68,1.72,0.24
38.40,1.00,29.00,0.49,1.62,0.23
22.40,0.00,0.00,0.66,1.52,0.19
88.00,0.00,58.00,0.59,1.75,0.25
50.00,0.00,20.00,0.64,1.51,0.19
106.00,0.00,76.00,0.34,1.55,0.25
30.00,0.00,0.00,0.59,1.82,0.26
13.80,0.00,0.00,0.41,1.81,0.39
50.00,0.00,20.00,0.63,1.52,0.19
72.00,0.00,42.00,0.72,1.82,0.42
41.00,0.00,11.00,0.79,1.54,0.18
44.00,0.00,14.00,0.44,1.71,0.26
60.00,0.00,30.00,0.51,1.70,0.24
30.00,0.00,0.00,0.32,1.55,0.27
53.00,0.00,23.00,0.31,1.56,0.31
60.00,0.00,30.00,0.32,1.64,0.28
42.00,0.00,12.00,0.47,1.61,0.25
47.00,0.00,17.00,0.55,1.67,0.24
30.00,0.00,0.00,0.35,1.59,0.26
30.00,0.00,0.00,0.85,1.67,0.25
5.40,0.00,0.00,0.63,1.54,0.20
30.00,0.00,0.00,0.45,1.70,0.27
44.00,0.00,14.00,0.62,1.56,0.22
48.00,0.00,18.00,0.33,1.65,0.30
87.00,0.00,57.00,0.48,1.74,0.27
30.00,0.00,0.00,0.82,1.62,0.18
43.00,0.00,13.00,0.44,1.71,0.26
43.00,0.00,13.00,0.45,1.66,0.23
42.00,0.00,12.00,0.57,1.68,0.28
71.10,1.00,67.00,0.59,1.70,0.27
48.10,1.00,32.00,0.68,1.57,0.22
47.00,0.00,17.00,0.62,1.56,0.22
30.30,1.00,20.00,0.68,1.50,0.17
72.00,0.00,42.00,0.72,1.83,0.42
13.00,0.00,0.00,0.64,1.56,0.21
53.00,0.00,23.00,0.44,1.56,0.27
50.90,1.00,39.00,0.46,1.69,0.24
6.50,0.00,0.00,0.58,1.50,0.16
107.00,0.00,77.00,0.39,1.61,0.24
30.00,0.00,0.00,0.60,1.65,0.23
53.00,0.00,23.00,0.40,1.68,0.27
43.00,0.00,13.00,0.44,1.70,0.26
72.00,0.00,42.00,0.39,1.69,0.28
63.00,0.00,33.00,0.35,1.66,0.28
59.00,0.00,29.00,0.52,1.64,0.22
44.00,0.00,14.00,0.44,1.70,0.25
63.00,0.00,33.00,0.61,1.56,0.21
30.00,0.00,0.00,0.66,1.52,0.19
66.00,0.00,36.00,0.44,1.69,0.32
30.00,0.00,0.00,0.70,1.77,0.38
5.50,0.00,0.00,0.46,1.67,0.26
30.00,0.00,0.00,0.72,1.67,0.35
61.00,0.00,31.00,0.56,1.56,0.18
41.00,0.00,11.00,0.80,1.54,0.17
75.10,1.00,67.00,0.58,1.68,0.33
35.20,1.00,11.00,0.73,1.86,0.25
101.00,0.00,71.00,0.63,1.58,0.21
54.10,1.00,33.00,0.60,1.57,0.23
43.00,0.00,13.00,0.31,1.59,0.28
63.00,0.00,33.00,0.74,1.55,0.20
2.20,0.00,0.00,0.61,1.52,0.18
88.00,0.00,58.00,0.42,1.67,0.25
33.60,1.00,22.00,0.78,1.66,0.28
64.00,0.00,34.00,0.34,1.65,0.29
7.00,0.00,0.00,0.45,1.63,0.26
18.50,1.00,0.00,0.98,1.76,0.23
24.10,1.00,0.00,0.66,1.51,0.17
53.00,0.00,23.00,0.35,1.60,0.27
52.00,0.00,22.00,0.41,1.62,0.25
47.00,0.00,17.00,0.33,1.53,0.27
42.00,0.00,12.00,0.55,1.65,0.24
5.10,0.00,0.00,0.39,1.59,0.24
30.00,0.00,0.00,0.34,1.49,0.27
40.00,0.00,10.00,1.00,1.61,0.18
61.00,0.00,31.00,0.44,1.63,0.24
81.00,0.00,51.00,0.35,1.60,0.27
10.00,0.00,0.00,0.38,1.66,0.27
30.00,0.00,0.00,0.76,1.58,0.15
99.00,0.00,69.00,0.56,1.52,0.17
58.00,0.00,28.00,0.68,1.74,0.35
21.70,0.00,0.00,0.80,1.67,0.31
47.00,0.00,17.00,0.57,1.68,0.23
58.00,0.00,28.00,0.33,1.61,0.30
9.00,0.00,0.00,0.61,1.55,0.21
52.00,0.00,22.00,0.38,1.68,0.28
24.00,1.00,15.00,0.63,1.49,0.15
1.30,0.00,0.00,0.35,1.57,0.26
44.00,0.00,14.00,0.54,1.67,0.24
72.00,0.00,42.00,0.69,1.81,0.39
48.00,0.00,18.00,0.65,1.69,0.23
46.20,1.00,39.00,0.64,1.53,0.20
17.60,0.00,0.00,0.80,1.60,0.23
53.00,0.00,23.00,0.53,1.72,0.32
56.00,0.00,26.00,0.78,1.67,0.29
30.00,0.00,0.00,0.82,1.80,0.40
30.00,0.00,0.00,0.58,1.74,0.33
34.00,0.00,4.00,0.33,1.62,0.27
66.00,0.00,36.00,0.32,1.60,0.29
60.00,0.00,30.00,0.37,1.66,0.30
16.20,0.00,0.00,0.58,1.65,0.26
47.50,1.00,40.00,0.43,1.57,0.25
30.00,0.00,0.00,0.85,1.81,0.50
63.00,0.00,33.00,0.49,1.69,0.25
30.00,0.00,0.00,0.32,1.53,0.27
13.40,0.00,0.00,0.86,1.67,0.25
30.00,0.00,0.00,0.72,1.70,0.23
96.00,0.00,66.00,0.48,1.63,0.23
30.00,0.00,0.00,0.58,1.66,0.24
80.20,1.00,74.00,0.31,1.58,0.29
58.00,0.00,28.00,0.70,1.74,0.35
51.70,1.00,26.00,0.82,1.67,0.33
84.00,0.00,54.00,0.45,1.62,0.25
64.00,0.00,34.00,0.33,1.64,0.29
74.00,0.00,44.00,0.36,1.64,0.28
31.00,0.00,1.00,0.60,1.60,0.26
97.00,0.00,67.00,0.58,1.53,0.19
63.30,1.00,42.00,0.83,1.80,0.40
74.00,0.00,44.00,0.32,1.63,0.29
40.00,0.00,10.00,0.42,1.66,0.25
52.00,0.00,22.00,0.38,1.68,0.28
59.60,1.00,52.00,0.85,1.68,0.19
69.00,0.00,39.00,0.34,1.63,0.27
78.00,1.00,50.00,0.59,1.58,0.21
81.50,1.00,60.00,0.60,1.70,0.37
73.10,1.00,58.00,0.63,1.68,0.23
29.90,1.00,0.00,1.01,1.77,0.24
60.00,0.00,30.00,0.45,1.65,0.24
23.10,0.00,0.00,1.05,1.79,0.27
81.00,0.00,51.00,0.46,1.63,0.26
45.30,1.00,42.00,0.55,1.69,0.23
31.00,0.00,1.00,0.89,1.72,0.20
85.00,0.00,55.00,0.48,1.61,0.28
41.00,0.00,11.00,0.50,1.61,0.27
63.00,0.00,33.00,0.52,1.57,0.20
78.00,0.00,48.00,0.44,1.70,0.27
71.00,0.00,41.00,0.75,1.68,0.23
62.60,1.00,53.00,0.82,1.68,0.23
73.00,0.00,43.00,0.44,1.72,0.26
72.00,0.00,42.00,0.37,1.65,0.28
68.10,1.00,56.00,0.56,1.71,0.24
5.30,0.00,0.00,0.68,1.61,0.28
77.00,0.00,47.00,0.81,1.55,0.21
45.00,1.00,42.00,0.84,1.78,0.39
21.00,1.00,17.00,0.51,1.58,0.21
76.00,0.00,46.00,0.33,1.55,0.27
3.10,0.00,0.00,1.49,1.73,0.27
72.00,0.00,42.00,0.46,1.82,0.40
40.00,0.00,10.00,0.54,1.54,0.19
17.20,1.00,0.00,1.14,1.89,0.56
104.00,0.00,74.00,0.30,1.57,0.29
50.00,0.00,20.00,0.45,1.66,0.25
18.60,1.00,0.00,1.26,1.77,0.25
66.00,0.00,36.00,0.45,1.70,0.27
30.00,0.00,0.00,1.04,1.62,0.23
30.00,0.00,0.00,0.63,1.50,0.17
11.60,0.00,0.00,0.35,1.58,0.26
52.00,0.00,22.00,0.37,1.64,0.27
53.50,1.00,29.00,0.59,1.74,0.24
10.80,0.00,0.00,0.43,1.73,0.27
51.00,0.00,21.00,0.60,1.58,0.23
91.00,0.00,61.00,0.35,1.59,0.27
30.00,0.00,0.00,0.38,1.67,0.28
4.10,0.00,0.00,0.71,1.74,0.36
30.00,0.00,0.00,0.79,1.59,0.15
12.10,0.00,0.00,1.49,1.73,0.27
45.00,0.00,15.00,0.60,1.54,0.21
88.00,0.00,58.00,0.42,1.67,0.25
27.30,1.00,17.00,0.40,1.57,0.28
30.00,0.00,0.00,0.70,1.67,0.33
30.00,0.00,0.00,0.73,1.79,0.39
60.00,0.00,30.00,0.44,1.65,0.24
45.40,1.00,31.00,0.88,1.70,0.19
101.00,0.00,71.00,0.51,1.81,0.29
30.00,0.00,0.00,0.62,1.56,0.22
60.00,0.00,30.00,0.59,1.63,0.22
18.60,0.00,0.00,0.58,1.69,0.27
76.30,1.00,58.00,0.88,1.58,0.16
47.00,0.00,17.00,0.39,1.55,0.24
8.30,0.00,0.00,0.37,1.55,0.27
60.20,1.00,42.00,0.50,1.78,0.38
7.00,1.00,0.00,0.95,1.66,0.19
30.00,0.00,0.00,1.01,1.62,0.18
30.00,0.00,0.00,0.86,1.70,0.23
99.00,0.00,69.00,0.55,1.52,0.18
15.10,0.00,0.00,0.63,1.52,0.19
30.00,0.00,0.00,0.72,1.58,0.20
47.00,0.00,17.00,0.54,1.73,0.24
44.00,0.00,14.00,0.61,1.64,0.27
47.90,1.00,30.00,0.71,1.55,0.15
41.00,0.00,11.00,0.46,1.72,0.28
30.50,1.00,29.00,0.68,1.61,0.24
58.00,0.00,28.00,0.42,1.56,0.28
5.10,0.00,0.00,0.61,1.79,0.25
78.00,0.00,48.00,0.46,1.73,0.26
41.00,0.00,11.00,0.55,1.66,0.27
101.00,0.00,71.00,0.38,1.56,0.25
88.00,0.00,58.00,0.62,1.68,0.23
3.80,0.00,0.00,0.71,1.82,0.41
66.00,0.00,36.00,0.44,1.75,0.36
14.10,0.00,0.00,0.57,1.77,0.35
45.00,0.00,15.00,0.62,1.52,0.17
30.00,0.00,0.00,0.56,1.79,0.26
30.00,0.00,0.00,0.91,1.81,0.44
44.00,0.00,14.00,0.44,1.72,0.27
80.70,1.00,76.00,0.48,1.65,0.27
30.00,0.00,0.00,0.58,1.83,0.26
29.90,0.00,0.00,1.07,1.76,0.22
47.00,0.00,17.00,0.52,1.72,0.31
44.00,0.00,14.00,0.64,1.88,0.25
21.00,1.00,0.00,0.67,1.52,0.19
59.00,0.00,29.00,0.60,1.77,0.26
51.00,0.00,21.00,0.43,1.73,0.27
30.00,0.00,0.00,0.42,1.68,0.26
48.00,0.00,18.00,0.54,1.55,0.18
3.90,0.00,0.00,0.40,1.61,0.24
40.00,0.00,10.00,0.45,1.87,0.47
30.00,0.00,0.00,0.46,1.65,0.24
44.00,0.00,14.00,0.52,1.59,0.20
59.00,0.00,29.00,0.70,1.72,0.25
46.10,1.00,31.00,0.89,1.69,0.19
50.60,1.00,25.00,0.41,1.52,0.27
63.00,0.00,33.00,0.55,1.54,0.20
16.50,0.00,0.00,0.49,1.67,0.24
18.70,1.00,0.00,0.97,1.74,0.24
37.50,1.00,23.00,0.35,1.60,0.27
3.00,0.00,0.00,0.78,1.67,0.29
63.00,0.00,33.00,0.32,1.63,0.28
30.00,0.00,0.00,0.73,1.53,0.16
45.00,0.00,15.00,0.42,1.61,0.25
44.00,0.00,14.00,0.57,1.68,0.27
54.00,0.00,24.00,0.43,1.67,0.27
61.00,0.00,31.00,0.43,1.72,0.26
63.00,0.00,33.00,0.42,1.70,0.28
83.00,0.00,53.00,0.59,1.67,0.23
30.00,0.00,0.00,0.60,1.60,0.25
38.30,1.00,31.00,0.60,1.55,0.21
58.00,0.00,28.00,0.39,1.58,0.27
44.00,0.00,14.00,0.62,1.59,0.22
34.10,1.00,6.00,0.54,1.56,0.20
78.00,0.00,48.00,0.50,1.80,0.28
62.70,1.00,46.00,0.32,1.61,0.29
31.60,1.00,11.00,0.67,1.78,0.24
100.10,1.00,71.00,0.34,1.48,0.27
30.00,0.00,0.00,0.85,1.67,0.19
1.40,0.00,0.00,0.93,1.74,0.22
27.00,0.00,0.00,0.65,1.72,0.24
34.00,0.00,4.00,0.33,1.63,0.27
54.00,0.00,24.00,0.55,1.56,0.18
64.20,1.00,43.00,0.39,1.66,0.27
6.70,0.00,0.00,0.68,1.74,0.34
61.00,0.00,31.00,0.49,1.66,0.28
41.00,0.00,11.00,0.46,1.75,0.27
96.30,1.00,76.00,0.52,1.70,0.28
85.00,0.00,55.00,0.46,1.54,0.27
30.00,0.00,0.00,0.47,1.67,0.25
88.00,0.00,58.00,0.64,1.69,0.23
63.00,0.00,33.00,0.62,1.65,0.23
84.00,1.00,61.00,0.36,1.64,0.29
31.00,0.00,1.00,0.41,1.68,0.26
52.00,0.00,22.00,0.44,1.72,0.27
30.00,0.00,0.00,0.68,1.61,0.28
43.00,0.00,13.00,0.41,1.69,0.27
63.00,0.00,33.00,0.45,1.69,0.26
30.00,0.00,0.00,0.45,1.62,0.26
106.00,0.00,76.00,0.48,1.65,0.27
89.40,1.00,61.00,0.34,1.65,0.31
50.00,0.00,20.00,0.44,1.65,0.25
8.00,0.00,0.00,0.92,1.63,0.18
38.00,0.00,8.00,0.53,1.55,0.18
40.00,0.00,10.00,0.78,1.80,0.50
30.00,0.00,0.00,0.50,1.75,0.28
11.80,0.00,0.00,0.45,1.72,0.26
8.70,0.00,0.00,0.75,1.54,0.20
87.00,0.00,57.00,0.44,1.69,0.25
30.00,0.00,0.00,0.37,1.57,0.28
63.00,0.00,33.00,0.52,1.57,0.20
90.00,0.00,60.00,0.38,1.56,0.23
34.90,1.00,26.00,0.79,1.67,0.30
76.00,0.00,46.00,0.70,1.69,0.22
66.10,1.00,39.00,0.56,1.57,0.26
48.00,0.00,18.00,0.62,1.69,0.23
28.80,0.00,0.00,0.39,1.61,0.24
84.00,0.00,54.00,0.46,1.68,0.30
50.00,0.00,20.00,0.62,1.52,0.19
65.00,1.00,55.00,0.35,1.56,0.27
83.00,0.00,53.00,0.52,1.57,0.20
53.00,0.00,23.00,0.40,1.67,0.26
46.00,0.00,16.00,0.46,1.67,0.26
9.80,0.00,0.00,0.47,1.67,0.25
30.00,0.00,0.00,0.66,1.52,0.18
90.00,0.00,60.00,0.39,1.62,0.25
58.00,0.00,28.00,0.32,1.59,0.31
63.00,0.00,33.00,0.56,1.65,0.24
62.00,0.00,32.00,0.34,1.62,0.32
15.90,0.00,0.00,0.69,1.84,0.25
43.50,1.00,20.00,0.56,1.71,0.24
41.00,0.00,11.00,0.54,1.65,0.26
63.00,0.00,33.00,0.31,1.58,0.29
30.00,0.00,0.00,0.57,1.66,0.22
26.00,0.00,0.00,0.33,1.57,0.26
30.00,0.00,0.00,0.55,1.52,0.17
87.00,0.00,57.00,0.43,1.68,0.25
90.70,1.00,71.00,0.49,1.63,0.25
44.00,0.00,14.00,0.32,1.59,0.31
30.00,0.00,0.00,0.78,1.59,0.17
22.40,1.00,0.00,0.83,1.57,0.16
53.00,0.00,23.00,0.38,1.65,0.26
6.70,0.00,0.00,0.32,1.58,0.31
35.80,1.00,14.00,0.57,1.68,0.27
43.00,0.00,13.00,0.53,1.71,0.23
53.00,0.00,23.00,0.31,1.56,0.31
30.00,0.00,0.00,0.54,1.56,0.18
92.00,0.00,62.00,0.31,1.59,0.31
19.00,0.00,0.00,0.85,1.56,0.18
30.00,0.00,0.00,1.02,1.77,0.30
41.00,0.00,11.00,0.48,1.61,0.26
32.00,0.00,2.00,0.59,1.66,0.24
57.20,1.00,33.00,1.03,1.62,0.23
56.90,1.00,37.00,0.91,1.59,0.17
65.00,0.00,35.00,1.02,1.77,0.21
52.00,0.00,22.00,0.66,1.54,0.21
44.00,0.00,14.00,0.44,1.71,0.26
74.00,0.00,44.00,0.36,1.64,0.28
72.00,0.00,42.00,0.45,1.82,0.39
71.00,0.00,41.00,0.42,1.86,0.40
87.00,0.00,57.00,0.37,1.57,0.25
14.80,0.00,0.00,0.59,1.69,0.36
9.80,0.00,0.00,1.21,1.76,0.23
43.50,1.00,39.00,0.59,1.57,0.21
92.00,0.00,62.00,0.68,1.53,0.19
30.00,0.00,0.00,0.54,1.55,0.18
85.00,0.00,55.00,0.46,1.55,0.27
30.00,0.00,0.00,0.97,1.82,0.45
60.70,1.00,42.00,0.73,1.82,0.43
7.90,0.00,0.00,0.90,1.88,0.26
